Entity Source IDE;Entity Source Product Name;Entity Source Manufacturer Name;Entity Source Ingredients;Entity Target IDE;Entity Target Product Name;Entity Target Manufacturer Name;Entity Target Ingredients;Classification;Similarity Score
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27041|Lautan Krimer LK 32 CM|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9418181818181819
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27051|Lautan Krimer LK 32 CB|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9418181818181819
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27053|Lautan Krimer LK 32 CA|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9418181818181819
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27080|Lautan Krimer LK 03 LF|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9709090909090909
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27224|Lautan Krimer LK 35 FC|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9563636363636365
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27355|Lautan Krimer LK 28 CE|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9418181818181819
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27360|Lautan Krimer LK 28 CH|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9563636363636365
21508|Lautan Krimer LK 07 HF|LAUTAN NATURAL KRIMERINDO, PT||27752|Lautan Krimer LK 10 LF|LAUTAN NATURAL KRIMERINDO, PT||owl:sameAs|0.9709090909090909
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17117|GOLDEN LOTUS Chemie CARAMEL TYPE IV POWDER|PT Bukit Warna Abadi||owl:sameAs|0.9061164021164021
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17305|GOLDEN LOTUS Chemie COKELAT HT 31|PT Bukit Warna Abadi||owl:sameAs|0.9281454545454546
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17360|GOLDEN LOTUS Chemie SUNSET YELLOW FCF LAKE LS MS HS FD C YELLOW 6 |PT Bukit Warna Abadi||rdfs:seeAlso|0.857939393939394
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17615|GOLDEN LOTUS Chemie SUNSET YELLOW LAKE HS 203|PT Bukit Warna Abadi||rdfs:seeAlso|0.8862222222222222
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17772|GOLDEN LOTUS Chemie LAVANYA SHYMA GL 166|PT Bukit Warna Abadi||rdfs:seeAlso|0.8973333333333333
18312|GOLDEN LOTUS Chemie VIOLET 964|PT Bukit Warna Abadi||17775|GOLDEN LOTUS Chemie SUNSET YELLOW LAKE 356|PT Bukit Warna Abadi||owl:sameAs|0.9023296703296704
32818|NUMBRO WAFER RASA VANILLA|PT JAVAINDO MAJU SEJAHTERA||13002|DHONE WAFER RASA VANILLA|PT JAVAINDO MAJU SEJAHTERA||rdfs:seeAlso|0.885904761904762
32818|NUMBRO WAFER RASA VANILLA|PT JAVAINDO MAJU SEJAHTERA||33005|Numbro Wafer Krim Selai Kacang|PT JAVAINDO MAJU SEJAHTERA||owl:sameAs|0.9126787878787879
31338|Minuman Serbuk Mochaccino|PT CIPTA HARUM LESTARI||30644|Minuman Serbuk Kopi Arum Co|PT CIPTA HARUM LESTARI||owl:sameAs|0.9197968253968254
31338|Minuman Serbuk Mochaccino|PT CIPTA HARUM LESTARI||31312|Minuman Serbuk Choco Cookies and Cream|PT CIPTA HARUM LESTARI||owl:sameAs|0.911319298245614
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||8988|CANNED TUNA IN VEGETABLE OIL PACIFIC KING |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9395992243051068
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9077|CANNED TUNA IN VEGETABLE OIL TUNATUN |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9446604296604297
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9096|CANNED TUNA IN BRINE ASAHI |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9083122507122507
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9345|CANNED TUNA IN VEGETABLE OIL DOLLY |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9402197802197803
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9346|CANNED TUNA IN VEGETABLE OIL BARAKA |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9705982905982906
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9409|CANNED SARDINES IN VEGETABLE OIL CLASSY |PT. BANYUWANGI CANNERY INDONESIA||rdfs:seeAlso|0.8792820512820514
9436|CANNED TUNA IN VEGETABLE OIL AMERICANA |PT. BANYUWANGI CANNERY INDONESIA||9449|CANNED TUNA IN VEGETABLE OIL SIBLUE |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9485042735042735
31049|Mie Kering Burung Dara BD Mtist |PT. SURYA PRATISTA HUTAMA||30772|Mie Kering Burung Dara Doro Mas Doro Mas |PT. SURYA PRATISTA HUTAMA||owl:sameAs|0.929268292682927
31049|Mie Kering Burung Dara BD Mtist |PT. SURYA PRATISTA HUTAMA||30779|Mie Kering Burung Dara BD 44 |PT. SURYA PRATISTA HUTAMA||owl:sameAs|0.9639655172413792
31049|Mie Kering Burung Dara BD Mtist |PT. SURYA PRATISTA HUTAMA||30824|Mie Kering Burung Dara Mie Lebar |PT. SURYA PRATISTA HUTAMA||owl:sameAs|0.9443290043290045
29777|MORIN Selai Stroberi Strawberry Jam In Syrup |ASTAGUNA  WISESA, PT||29612|MORIN Selai Stroberi Strawberry Jam |ASTAGUNA  WISESA, PT||owl:sameAs|0.968
10913|Cassia Vera AA Cut and Washed|CV. NTC Spice||10474|Cassia Vera A Cuttings|CV. NTC Spice||owl:sameAs|0.9230094043887147
10913|Cassia Vera AA Cut and Washed|CV. NTC Spice||10669|Cassia Vera A Stick|CV. NTC Spice||owl:sameAs|0.9075392334792356
18511|GO Wafer Roll dengan Krim Rasa Cokelat dan Pisang |PT. SIANTAR TOP, TBK||17977|GO Wafer Roll dengan Krim Rasa Cokelat |PT. SIANTAR TOP, TBK||owl:sameAs|0.9648000000000001
18511|GO Wafer Roll dengan Krim Rasa Cokelat dan Pisang |PT. SIANTAR TOP, TBK||18142|GO Wafer Roll dengan Krim Rasa Vanilla |PT. SIANTAR TOP, TBK||owl:sameAs|0.937221898821899
23353|Juice United Minuman Rasa Buah dan Sayuran Merah|BERRI INDOSARI,PT||23068|Juice United Minuman Rasa Buah dan Sayuran Hijau|BERRI INDOSARI,PT||owl:sameAs|0.9764444444444444
23353|Juice United Minuman Rasa Buah dan Sayuran Merah|BERRI INDOSARI,PT||23095|Juice United Minuman Rasa Buah Jambu|BERRI INDOSARI,PT||owl:sameAs|0.9397385620915033
23353|Juice United Minuman Rasa Buah dan Sayuran Merah|BERRI INDOSARI,PT||23620|Juice United minuman rasa jeruk no added sugar|BERRI INDOSARI,PT||owl:sameAs|0.921036789297659
23353|Juice United Minuman Rasa Buah dan Sayuran Merah|BERRI INDOSARI,PT||44301|Starbucks Minuman Saribuah Campuran Banana Mix |BERRI INDOSARI,PT||rdfs:seeAlso|0.7740431921282986
32278|NATIONAL 1465|Ingredion China Limited||32112|NATIONAL DC|Ingredion China Limited||owl:sameAs|0.9216783216783218
32278|NATIONAL 1465|Ingredion China Limited||32121|NATIONAL 740|Ingredion China Limited||owl:sameAs|0.9364102564102565
32278|NATIONAL 1465|Ingredion China Limited||32509|NATIONAL FRIGEX|Ingredion China Limited||rdfs:seeAlso|0.8867692307692308
38176|RED BEAN PASTE WITH SKIN JA52KF|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||38097|RED BEAN PASTE WITH SKIN A62H|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||owl:sameAs|0.9683203559510567
38176|RED BEAN PASTE WITH SKIN JA52KF|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||38198|RED BEAN PASTE WITH SKIN JAQ18|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||owl:sameAs|0.9633548387096775
38176|RED BEAN PASTE WITH SKIN JA52KF|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||38223|RED BEAN PASTE WITH SKIN A58S|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||owl:sameAs|0.9683203559510567
38176|RED BEAN PASTE WITH SKIN JA52KF|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||38505|RED BEAN PASTE WITH SKIN JA56RF1|BEIJING KYO-NICHI TODAI FOODS CO.,LTD.||owl:sameAs|0.9746774193548389
21061|Hydrolyzed Vegetable Protein Powder HVP MR |Baoding Way Chein Food Industrial Co.,Ltd.||20858|Hydrolyzed Vegetable Protein Powder HVP IW |Baoding Way Chein Food Industrial Co.,Ltd.||owl:sameAs|0.9851162790697674
21061|Hydrolyzed Vegetable Protein Powder HVP MR |Baoding Way Chein Food Industrial Co.,Ltd.||20952|Hydrolyzed Vegetable Protein Powder HVP MN |Baoding Way Chein Food Industrial Co.,Ltd.||owl:sameAs|0.9925581395348837
21061|Hydrolyzed Vegetable Protein Powder HVP MR |Baoding Way Chein Food Industrial Co.,Ltd.||20970|Hydrolyzed Vegetable Protein Powder HVP MO |Baoding Way Chein Food Industrial Co.,Ltd.||owl:sameAs|0.9925581395348837
21061|Hydrolyzed Vegetable Protein Powder HVP MR |Baoding Way Chein Food Industrial Co.,Ltd.||21370|Hydrolyzed Vegetable Protein Powder HVP MP|Baoding Way Chein Food Industrial Co.,Ltd.||owl:sameAs|0.98874861572536
21061|Hydrolyzed Vegetable Protein Powder HVP MR |Baoding Way Chein Food Industrial Co.,Ltd.||21381|Hydrolyzed Vegetable Protein Powder HVP LK|Baoding Way Chein Food Industrial Co.,Ltd.||owl:sameAs|0.981218161683278
26362|LARUTAN PENYEGAR ESPE RASA ANGGUR|Sinde Budi Sentosa, PT||26571|LARUTAN PENYEGAR CAP BADAK 500 ML|Sinde Budi Sentosa, PT||rdfs:seeAlso|0.8856389986824771
26362|LARUTAN PENYEGAR ESPE RASA ANGGUR|Sinde Budi Sentosa, PT||26709|LARUTAN PENYEGAR ESPE RASA MELON|Sinde Budi Sentosa, PT||owl:sameAs|0.9557575757575758
37985|RBD PALM OIL VEGETABLE OIL |PT Multimas Nabati Asahan||38252|RBD PALM OIL SF PALM OIL |PT Multimas Nabati Asahan||rdfs:seeAlso|0.8985185185185185
37985|RBD PALM OIL VEGETABLE OIL |PT Multimas Nabati Asahan||38446|RBD PALM OIL POLIVA BAKER FAT |PT Multimas Nabati Asahan||owl:sameAs|0.9041803542673108
37985|RBD PALM OIL VEGETABLE OIL |PT Multimas Nabati Asahan||38619|RBD PALM OLEIN RENYAAH |PT Multimas Nabati Asahan||rdfs:seeAlso|0.8801780808941935
49446| Kellogg Special K|Kellogg (Thailand) Ltd||48906| Kellogg Corn Flakes|Kellogg (Thailand) Ltd||owl:sameAs|0.9013333333333335
16613|Fish Patties Nikmat|PT. SOEJASCH BALI||11063|Fish Fingers Nikmat|PT. SOEJASCH BALI||owl:sameAs|0.911298245614035
23795|Keripik Cetul Sapi Panggang WEMA |PKOPUNR WEMA||24181|Keripik Cetul WEMA |PKOPUNR WEMA||owl:sameAs|0.9110685805422649
23795|Keripik Cetul Sapi Panggang WEMA |PKOPUNR WEMA||24234|Keripik Belut WEMA |PKOPUNR WEMA||rdfs:seeAlso|0.8877405635300373
23795|Keripik Cetul Sapi Panggang WEMA |PKOPUNR WEMA||24401|Keripik Belut Sapi Panggang WEMA |PKOPUNR WEMA||owl:sameAs|0.9853030303030303
23795|Keripik Cetul Sapi Panggang WEMA |PKOPUNR WEMA||25334|Keripik Udang Jagung Manis WEMA |PKOPUNR WEMA||owl:sameAs|0.9044276094276096
23795|Keripik Cetul Sapi Panggang WEMA |PKOPUNR WEMA||25396|Keripik Udang Keju WEMA |PKOPUNR WEMA||rdfs:seeAlso|0.8663030303030304
4666|Andros coconut frozen puree 49421329|Beijing Andros Fruit Company Ltd.,China||3902|Andros Caramelized Apple Gourmet Sauce 49482701|Beijing Andros Fruit Company Ltd.,China||rdfs:seeAlso|0.8622852639873917
4666|Andros coconut frozen puree 49421329|Beijing Andros Fruit Company Ltd.,China||4312|Andros frozen lychee puree 49421327|Beijing Andros Fruit Company Ltd.,China||owl:sameAs|0.9055982484948004
4666|Andros coconut frozen puree 49421329|Beijing Andros Fruit Company Ltd.,China||4540|Andros frozen passion puree 49421320 01|Beijing Andros Fruit Company Ltd.,China||owl:sameAs|0.9097435897435899
32176|NON DAIRY CREAMER 32475|Drytech Processes (I) Pvt. Ltd.||32170|NON DAIRY CREAMER 32474|Drytech Processes (I) Pvt. Ltd.||owl:sameAs|0.9860869565217392
43440|Sop Durian Topping Almond|Durian Kunyil||43047|Sop Durian Topping Kelapa|Durian Kunyil||owl:sameAs|0.9411809523809525
43440|Sop Durian Topping Almond|Durian Kunyil||43630|Sop Durian Topping Alpukat|Durian Kunyil||owl:sameAs|0.9436307692307693
8120|Bumbu Tabur Abon Kuch2 Hotahu |PPKOPKDS KUCH KUCH HOTAHU||8217|Bumbu Tabur Pizza Kuch2 Hotahu |PPKOPKDS KUCH KUCH HOTAHU||owl:sameAs|0.9366881720430109
3145|Abon Sapi Cap Bonvie|CV. Lancar Jaya Food||3217|Abon Sapi Cap SPT|CV. Lancar Jaya Food||owl:sameAs|0.923764705882353
3145|Abon Sapi Cap Bonvie|CV. Lancar Jaya Food||3550|Abon Sapi Cap Louhan|CV. Lancar Jaya Food||owl:sameAs|0.9360000000000002
8640|Butter Kukis Kelapa New Mirasa|Mirasa Magelang, PR||8115|Butter Kukis Vanilla New Mirasa|Mirasa Magelang, PR||owl:sameAs|0.9337252090800479
28652|MATRIX POMELO FLAVOUR EXTRACT|MATRIX||28246|MATRIX ADLAY FLAVOUR|MATRIX||rdfs:seeAlso|0.8909695740365111
28652|MATRIX POMELO FLAVOUR EXTRACT|MATRIX||28589|MATRIX PEANUT FLAVOUR|MATRIX||rdfs:seeAlso|0.8832737014951171
28652|MATRIX POMELO FLAVOUR EXTRACT|MATRIX||28754|MATRIX LAMB FLAVOUR|MATRIX||owl:sameAs|0.9042226255293406
20243|Haldin Lemongrass Glycolic Extract|Haldin Pacific Semesta,PT||20374|Haldin Rose Glycolic Extract|Haldin Pacific Semesta,PT||owl:sameAs|0.9174789915966388
27804|Low Temperature Food Grade Soy Flake YP5088|Shandong Yuwang Ecological Food Industry Co.,Ltd||28367|Low Temperature Food Grade Soy Flour|Shandong Yuwang Ecological Food Industry Co.,Ltd||owl:sameAs|0.9494573643410853
4439|Aneka Olahan Hasil Laut Niki Sae Aneka Ikan Asin Ikan Samge|NIKI SAE||4454|Aneka Olahan Hasil Laut Niki Sae Aneka Ikan Asin Udang Rebon|NIKI SAE||owl:sameAs|0.9674777150031388
29344|MORINAGA CHIL KID REGULAR VANILA|PT. Sanghiang Perkasa||31366|Morinaga Chil Kid P HP|PT. Sanghiang Perkasa||owl:sameAs|0.9131818181818183
29344|MORINAGA CHIL KID REGULAR VANILA|PT. Sanghiang Perkasa||31378|Morinaga Chil School Soya|PT. Sanghiang Perkasa||rdfs:seeAlso|0.8643882352941177
18006|Galicol Dark Black|Galic Bina Mada, PT||17916|Galicol Dark Brown RQ|Galic Bina Mada, PT||owl:sameAs|0.9111111111111112
18006|Galicol Dark Black|Galic Bina Mada, PT||18062|Galicol Red Tomato|Galic Bina Mada, PT||rdfs:seeAlso|0.8666666666666667
18006|Galicol Dark Black|Galic Bina Mada, PT||18327|Galicol Grape|Galic Bina Mada, PT||rdfs:seeAlso|0.875965811965812
47694|WHOLE GROUND CRUSHED PEPPER WHITE|Synthite Industries Ltd||47522|WHOLE GROUND CRUSHED CAMBODGE|Synthite Industries Ltd||owl:sameAs|0.9080459770114944
47694|WHOLE GROUND CRUSHED PEPPER WHITE|Synthite Industries Ltd||47572|WHOLE GROUND CRUSHED FENNEL SMALL|Synthite Industries Ltd||owl:sameAs|0.9127272727272728
32296|NUGET BENTUK IKAN|PPRINKDL LANGGENG||32595|NUGET BENTUK CINTA|PPRINKDL LANGGENG||owl:sameAs|0.9628104575163399
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34336|P102 Series BA03302 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9507692307692308
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34360|P102 Series BB02102 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9561204013377926
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34506|P102 Series BR00501 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9553846153846155
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34601|P102 Series BA03501 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9630769230769232
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34676|P102 Series BG00903 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9630769230769232
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34697|P102 Series BA04301 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9630769230769232
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34811|P102 Series BG01403 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9561204013377926
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34830|P102 Series BC02601 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9630769230769232
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34886|P102 Series BB01102 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9561204013377926
34782|P102 Series BQ00701 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34984|P102 Series BA04102 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.9561204013377926
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||10069|Caramel Color SRC P750|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.948051948051948
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9548|Caramel Color SRC4430|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9695238095238095
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9555|Caramel Color SRC3212 HV|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9430075187969924
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9705|Caramel Color SRC3340 LV|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9514285714285715
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9745|Caramel Color SRC3220|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9695238095238095
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9749|Caramel Color SRC P149|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9545226703121441
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9774|Caramel Color SRC3260|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9695238095238095
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9900|Caramel Color SRC1100|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9695238095238095
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9955|Caramel Color SRC CS1|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9542857142857144
9782|Caramel Color SRC4120|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||9967|Caramel Color SRC3380|Sethness Roquette Food Ingredients (Lianyungang) Co.,Ltd||owl:sameAs|0.9542857142857144
37574|Pronas Kornet Daging Sapi Classic Rasa Keju |Canning Indonesian Products, PT||32096|Pronas Kornet Daging Sapi Classic Rasa Original |Canning Indonesian Products, PT||owl:sameAs|0.9587878787878787
37574|Pronas Kornet Daging Sapi Classic Rasa Keju |Canning Indonesian Products, PT||37353|Pronas Kornet Daging Sapi Kombinasi|Canning Indonesian Products, PT||owl:sameAs|0.9155670995670995
37574|Pronas Kornet Daging Sapi Classic Rasa Keju |Canning Indonesian Products, PT||37684|Pronas Rendang Daging Sapi|Canning Indonesian Products, PT||rdfs:seeAlso|0.8599574338704774
37574|Pronas Kornet Daging Sapi Classic Rasa Keju |Canning Indonesian Products, PT||37749|Pronas Kornet Daging Sapi Classic|Canning Indonesian Products, PT||owl:sameAs|0.96
39983|Roti Electro Bake Crushing Orange BECB14 BO 02 04D |SRIBOGA BAKERIES INTEGRA, PT||39968|Roti Oven Bake Crushing White BOA1 BWNR |SRIBOGA BAKERIES INTEGRA, PT||rdfs:seeAlso|0.8591372549019609
39983|Roti Electro Bake Crushing Orange BECB14 BO 02 04D |SRIBOGA BAKERIES INTEGRA, PT||40075|Roti Electro Bake Crushing White BW 07 04 |SRIBOGA BAKERIES INTEGRA, PT||owl:sameAs|0.9211951447245565
10954|Cassava Chips Maxi Sea Salt|Maxindo Karya Anugerah, PT||10748|Cassava Crackers Maxi Hot Spicy|Maxindo Karya Anugerah, PT||owl:sameAs|0.9106581476286946
32889|Nissin Biskuit Mini Stick |Nissin Biscuit Indonesia, PT||32914|Nissin Biskuit Krim Rasa Mentega|Nissin Biscuit Indonesia, PT||owl:sameAs|0.9191471571906356
32889|Nissin Biskuit Mini Stick |Nissin Biscuit Indonesia, PT||33159|Nissin Krekers Mini Stick Crackers |Nissin Biscuit Indonesia, PT||rdfs:seeAlso|0.8595164835164837
3115|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA MIXED TROPICAL DENGAN NATA DE COCO ATROGEN YOGURT DRINK WITH NATA DE COCO MIXED TROPICAL FLAVOUR|NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||2917|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA MANGO ATROGEN YOGURT DRINK MANGO FLAVOUR |NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||owl:sameAs|0.9063356871632589
3115|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA MIXED TROPICAL DENGAN NATA DE COCO ATROGEN YOGURT DRINK WITH NATA DE COCO MIXED TROPICAL FLAVOUR|NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||3369|ATROGEN MINUMAN SUSU KULTUR DENGAN JUS BUAH BUAHAN PERISA ORANGE ATROGEN CULTURED MILK DRINK ORANGE FLAVOUR |NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||rdfs:seeAlso|0.867520846044336
3115|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA MIXED TROPICAL DENGAN NATA DE COCO ATROGEN YOGURT DRINK WITH NATA DE COCO MIXED TROPICAL FLAVOUR|NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||3400|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA STRAWBERRY DENGAN NATA DE COCO ATROGEN YOGURT DRINK WITH NATA DE COCO STRAWBERRY FLAVOUR |NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||owl:sameAs|0.9236146502141398
3115|ATROGEN MINUMAN YOGURT DENGAN JUS BUAH BUAHAN PERISA MIXED TROPICAL DENGAN NATA DE COCO ATROGEN YOGURT DRINK WITH NATA DE COCO MIXED TROPICAL FLAVOUR|NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||3709|ATROGEN MINUMAN SUSU KULTUR DENGAN JUS BUAH BUAHAN PERISA APPLE ATROGEN CULTURE MILK DRINK APPLE FLAVOUR |NUTRIVO DAIRY INDUSTRY (M) SDN.BHD||rdfs:seeAlso|0.8563737268470273
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||8987|CANNED TUNA IN VEGETABLE OIL OMQ AL MOHET |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9352831402831403
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9090|CANNED TUNA IN VEGETABLE OIL ALMADINA |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9543773438510281
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9096|CANNED TUNA IN BRINE ASAHI |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9074562562562563
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9149|CANNED TUNA IN VEGETABLE OIL ALMAMLAKA |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9412335412335413
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9222|CANNED TUNA SALAD SUNNARA |PT. BANYUWANGI CANNERY INDONESIA||rdfs:seeAlso|0.8657558657558659
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9263|CANNED TUNA HOT SPICY DOLLY |PT. BANYUWANGI CANNERY INDONESIA||rdfs:seeAlso|0.8607722007722007
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9290|CANNED TUNA IN VEGETABLE OIL FI |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.969054054054054
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9345|CANNED TUNA IN VEGETABLE OIL DOLLY |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9468725868725869
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9360|CANNED TUNA IN VEGETABLE OIL APPETITOSO |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9536152623211447
9260|CANNED TUNA IN VEGETABLE OIL TRITUNA |PT. BANYUWANGI CANNERY INDONESIA||9449|CANNED TUNA IN VEGETABLE OIL SIBLUE |PT. BANYUWANGI CANNERY INDONESIA||owl:sameAs|0.9606006006006007
34507|P101 Series AA0073 Series|PT Tudung Putra Putri Jaya - Ingredient Division||34317|P102 Series BC00307 Series|PT Tudung Putra Putri Jaya - Ingredient Division||owl:sameAs|0.940397202797203
